matColumns: HU rho RSP Lrad Ipot H C N O Na Mg P S Cl K Ca Fe I
# Units: dimensionless g/cm^3 dimensionless eV g/cm^2
mat: -671 0.331982 0.330752 37.0127 74.00092198358502 10.4148 15.6431 2.84963 69.9864 0.189568 0 0.179136 0.279136 0.279136 0.179136 0 0 0
mat: -670 0.33301 0.331796 37.0196 73.98446439641717 10.4164 15.7165 2.84605 69.9162 0.189419 0 0.178838 0.278838 0.278838 0.178838 0 0 0
mat: -669 0.334039 0.332839 37.0266 73.96803855613838 10.418 15.79 2.84247 69.8461 0.18927 0 0.178539 0.278539 0.278539 0.178539 0 0 0
mat: -668 0.335067 0.333883 37.0336 73.95141642458954 10.4197 15.8635 2.8389 69.7759 0.189121 0 0.178241 0.278241 0.278241 0.178241 0 0 0
mat: -667 0.336095 0.334927 37.0406 73.93497731291288 10.4213 15.937 2.83532 69.7057 0.188972 0 0.177943 0.277943 0.277943 0.177943 0 0 0
mat: -666 0.337124 0.335971 37.0476 73.91835679338247 10.423 16.0104 2.83174 69.6355 0.188823 0 0.177645 0.277645 0.277645 0.177645 0 0 0
mat: -665 0.338152 0.337015 37.0545 73.901926651519 10.4246 16.0839 2.82817 69.5653 0.188674 0 0.177347 0.277347 0.277347 0.177347 0 0 0
mat: -664 0.33918 0.338059 37.0615 73.88549991964746 10.4262 16.1574 2.82459 69.4951 0.188525 0 0.177049 0.277049 0.277049 0.177049 0 0 0
mat: -663 0.340209 0.339103 37.0685 73.86889195269424 10.4279 16.2308 2.82101 69.4249 0.188376 0 0.176751 0.276751 0.276751 0.176751 0 0 0
mat: -662 0.341237 0.340147 37.0755 73.85247418772907 10.4295 16.3043 2.81744 69.3547 0.188227 0 0.176453 0.276453 0.276453 0.176453 0 0 0
mat: -661 0.342265 0.341192 37.0824 73.8360598253492 10.4311 16.3778 2.81386 69.2845 0.188078 0 0.176155 0.276155 0.276155 0.176155 0 0 0
mat: -660 0.343294 0.342237 37.0894 73.81947008302431 10.4328 16.4513 2.81028 69.2143 0.187928 0 0.175857 0.275857 0.275857 0.175857 0 0 0
mat: -659 0.344322 0.343281 37.0964 73.80305847354893 10.4344 16.5247 2.80671 69.1441 0.187779 0 0.175559 0.275559 0.275559 0.175559 0 0 0
mat: -658 0.34535 0.344326 37.1034 73.786477662434 10.4361 16.5982 2.80313 69.0739 0.18763 0 0.175261 0.275261 0.275261 0.175261 0 0 0
mat: -657 0.346379 0.345371 37.1103 73.77007982849955 10.4377 16.6717 2.79955 69.0037 0.187481 0 0.174963 0.274963 0.274963 0.174963 0 0 0
mat: -656 0.347407 0.346416 37.1173 73.75368679976349 10.4393 16.7452 2.79598 68.9335 0.187332 0 0.174665 0.274665 0.274665 0.174665 0 0 0
mat: -655 0.348435 0.347462 37.1243 73.7371122887766 10.441 16.8186 2.7924 68.8633 0.187183 0 0.174367 0.274367 0.274367 0.174367 0 0 0
mat: -654 0.349463 0.348507 37.1313 73.72072680024878 10.4426 16.8921 2.78882 68.7931 0.187034 0 0.174069 0.274069 0.274069 0.174069 0 0 0
mat: -653 0.350492 0.349552 37.1383 73.70419071715816 10.4443 16.9656 2.78525 68.723 0.186885 0 0.173771 0.27377 0.27377 0.173771 0 0 0
mat: -652 0.35152 0.350598 37.1452 73.68780585054213 10.4459 17.039 2.78167 68.6528 0.186736 0 0.173472 0.273472 0.273472 0.173472 0 0 0
mat: -651 0.352548 0.351644 37.1522 73.67143270628416 10.4475 17.1125 2.77809 68.5826 0.186587 0 0.173174 0.273174 0.273174 0.173174 0 0 0
mat: -650 0.353577 0.35269 37.1592 73.65488613648368 10.4492 17.186 2.77452 68.5124 0.186438 0 0.172876 0.272876 0.272876 0.172876 0 0 0
mat: -649 0.354605 0.353735 37.1662 73.63852124308548 10.4508 17.2595 2.77094 68.4422 0.186289 0 0.172578 0.272578 0.272578 0.172578 0 0 0
mat: -648 0.355633 0.354782 37.1731 73.62197597707929 10.4525 17.3329 2.76736 68.372 0.18614 0 0.17228 0.27228 0.27228 0.17228 0 0 0
mat: -647 0.356662 0.355828 37.1801 73.60562003598406 10.4541 17.4064 2.76379 68.3018 0.185991 0 0.171982 0.271982 0.271982 0.171982 0 0 0
mat: -646 0.35769 0.356874 37.1871 73.58926746053707 10.4557 17.4799 2.76021 68.2316 0.185842 0 0.171684 0.271684 0.271684 0.171684 0 0 0
mat: -645 0.358718 0.35792 37.1941 73.57274109644565 10.4574 17.5534 2.75663 68.1614 0.185693 0 0.171386 0.271386 0.271386 0.171386 0 0 0
mat: -644 0.359747 0.358967 37.201 73.55639105819506 10.459 17.6268 2.75306 68.0912 0.185544 0 0.171088 0.271088 0.271088 0.171088 0 0 0
mat: -643 0.360775 0.360014 37.208 73.5398730615782 10.4607 17.7003 2.74948 68.021 0.185395 0 0.17079 0.27079 0.27079 0.17079 0 0 0
mat: -642 0.361803 0.36106 37.215 73.52353694565535 10.4623 17.7738 2.7459 67.9508 0.185246 0 0.170492 0.270492 0.270492 0.170492 0 0 0
mat: -641 0.362832 0.362107 37.222 73.50719844359661 10.4639 17.8472 2.74232 67.8806 0.185097 0 0.170194 0.270194 0.270194 0.170194 0 0 0
mat: -640 0.36386 0.363154 37.229 73.49069368786033 10.4656 17.9207 2.73875 67.8104 0.184948 0 0.169896 0.269896 0.269896 0.169896 0 0 0
mat: -639 0.364888 0.364201 37.2359 73.47436986591332 10.4672 17.9942 2.73517 67.7402 0.184799 0 0.169598 0.269598 0.269598 0.169598 0 0 0
mat: -638 0.365917 0.365249 37.2429 73.45787274944992 10.4689 18.0677 2.73159 67.67 0.18465 0 0.1693 0.2693 0.2693 0.1693 0 0 0
mat: -637 0.366945 0.366296 37.2499 73.44157323142637 10.4705 18.1411 2.72802 67.5999 0.184501 0 0.169001 0.269001 0.269001 0.169001 0 0 0
mat: -636 0.367973 0.367343 37.2569 73.42526170227781 10.4721 18.2146 2.72444 67.5297 0.184352 0 0.168703 0.268703 0.268703 0.168703 0 0 0
mat: -635 0.369001 0.368391 37.2638 73.40877708974034 10.4738 18.2881 2.72086 67.4595 0.184203 0 0.168405 0.268405 0.268405 0.168405 0 0 0
mat: -634 0.37003 0.369439 37.2708 73.39246795486153 10.4754 18.3615 2.71729 67.3893 0.184054 0 0.168107 0.268107 0.268107 0.168107 0 0 0
mat: -633 0.371058 0.370486 37.2778 73.37616869921092 10.477 18.435 2.71371 67.3191 0.183905 0 0.167809 0.267809 0.267809 0.167809 0 0 0
mat: -632 0.372086 0.371534 37.2848 73.35969657101141 10.4787 18.5085 2.71013 67.2489 0.183756 0 0.167511 0.267511 0.267511 0.167511 0 0 0
mat: -631 0.373115 0.372582 37.2917 73.3434062653172 10.4803 18.582 2.70656 67.1787 0.183607 0 0.167213 0.267213 0.267213 0.167213 0 0 0
mat: -630 0.374143 0.37363 37.2987 73.32693587583142 10.482 18.6554 2.70298 67.1085 0.183458 0 0.166915 0.266915 0.266915 0.166915 0 0 0
mat: -629 0.375171 0.374679 37.3057 73.31065249117626 10.4836 18.7289 2.6994 67.0383 0.183308 0 0.166617 0.266617 0.266617 0.166617 0 0 0
mat: -628 0.3762 0.375727 37.3127 73.29437444581862 10.4852 18.8024 2.69583 66.9681 0.183159 0 0.166319 0.266319 0.266319 0.166319 0 0 0
mat: -627 0.377228 0.376776 37.3196 73.27792313493532 10.4869 18.8759 2.69225 66.8979 0.18301 0 0.166021 0.266021 0.266021 0.166021 0 0 0
mat: -626 0.378256 0.377824 37.3266 73.26164587752761 10.4885 18.9493 2.68867 66.8277 0.182861 0 0.165723 0.265723 0.265723 0.165723 0 0 0
mat: -625 0.379285 0.378873 37.3336 73.24520364030941 10.4902 19.0228 2.6851 66.7575 0.182712 0 0.165425 0.265425 0.265425 0.165425 0 0 0
mat: -624 0.380313 0.379922 37.3406 73.22894122789472 10.4918 19.0963 2.68152 66.6873 0.182563 0 0.165127 0.265127 0.265127 0.165127 0 0 0
mat: -623 0.381341 0.380971 37.3476 73.21267617027695 10.4934 19.1697 2.67794 66.6171 0.182414 0 0.164829 0.264829 0.264829 0.164829 0 0 0
mat: -622 0.38237 0.38202 37.3545 73.19624638645794 10.4951 19.2432 2.67437 66.5469 0.182265 0 0.164531 0.264531 0.264531 0.164531 0 0 0
mat: -621 0.383398 0.383069 37.3615 73.18001821818164 10.4967 19.3167 2.67079 66.4768 0.182116 0 0.164232 0.264232 0.264232 0.164232 0 0 0
mat: -620 0.384426 0.384118 37.3685 73.16359601705769 10.4984 19.3902 2.66721 66.4066 0.181967 0 0.163934 0.263934 0.263934 0.163934 0 0 0
mat: -619 0.385455 0.385168 37.3755 73.14734802739925 10.5 19.4636 2.66364 66.3364 0.181818 0 0.163636 0.263636 0.263636 0.163636 0 0 0
mat: -618 0.386483 0.386218 37.3824 73.13111007894123 10.5016 19.5371 2.66006 66.2662 0.181669 0 0.163338 0.263338 0.263338 0.163338 0 0 0
mat: -617 0.387511 0.387267 37.3894 73.11470030990323 10.5033 19.6106 2.65648 66.196 0.18152 0 0.16304 0.26304 0.26304 0.16304 0 0 0
mat: -616 0.388539 0.388317 37.3964 73.09847129669012 10.5049 19.6841 2.65291 66.1258 0.181371 0 0.162742 0.262742 0.262742 0.162742 0 0 0
mat: -615 0.389568 0.389367 37.4034 73.08206303341035 10.5066 19.7575 2.64933 66.0556 0.181222 0 0.162444 0.262444 0.262444 0.162444 0 0 0
mat: -614 0.390596 0.390417 37.4103 73.0658414166629 10.5082 19.831 2.64575 65.9854 0.181073 0 0.162146 0.262146 0.262146 0.162146 0 0 0
mat: -613 0.391624 0.391467 37.4173 73.04962461274567 10.5098 19.9045 2.64218 65.9152 0.180924 0 0.161848 0.261848 0.261848 0.161848 0 0 0
mat: -612 0.392653 0.392517 37.4243 73.03322872480562 10.5115 19.9779 2.6386 65.845 0.180775 0 0.16155 0.26155 0.26155 0.16155 0 0 0
mat: -611 0.393681 0.393568 37.4313 73.0170193066801 10.5131 20.0514 2.63502 65.7748 0.180626 0 0.161252 0.261252 0.261252 0.161252 0 0 0
mat: -610 0.394709 0.394618 37.4383 73.00063932607024 10.5148 20.1249 2.63145 65.7046 0.180477 0 0.160954 0.260954 0.260954 0.160954 0 0 0
mat: -609 0.395738 0.395669 37.4452 72.98443806734367 10.5164 20.1984 2.62787 65.6344 0.180328 0 0.160656 0.260656 0.260656 0.160656 0 0 0
mat: -608 0.396766 0.39672 37.4522 72.96823394932652 10.518 20.2718 2.62429 65.5642 0.180179 0 0.160358 0.260358 0.260358 0.160358 0 0 0
mat: -607 0.397794 0.39777 37.4592 72.9518663699916 10.5197 20.3453 2.62072 65.494 0.18003 0 0.16006 0.26006 0.26006 0.16006 0 0 0
mat: -606 0.398823 0.398821 37.4662 72.93567729293828 10.5213 20.4188 2.61714 65.4238 0.179881 0 0.159762 0.259762 0.259762 0.159762 0 0 0
mat: -605 0.399851 0.399873 37.4731 72.91933938772195 10.523 20.4923 2.61356 65.3537 0.179732 0 0.159463 0.259463 0.259463 0.159463 0 0 0
mat: -604 0.400879 0.400924 37.4801 72.90315151253428 10.5246 20.5657 2.60998 65.2835 0.179583 0 0.159165 0.259165 0.259165 0.159165 0 0 0
mat: -603 0.401908 0.401975 37.4871 72.88697539260637 10.5262 20.6392 2.60641 65.2133 0.179434 0 0.158867 0.258867 0.258867 0.158867 0 0 0
mat: -602 0.402936 0.403027 37.4941 72.87062772161605 10.5279 20.7127 2.60283 65.1431 0.179285 0 0.158569 0.258569 0.258569 0.158569 0 0 0
mat: -601 0.403964 0.404078 37.501 72.8544519720138 10.5295 20.7861 2.59925 65.0729 0.179136 0 0.158271 0.258271 0.258271 0.158271 0 0 0
mat: -600 0.404993 0.40513 37.508 72.83828801734491 10.5311 20.8596 2.59568 65.0027 0.178987 0 0.157973 0.257973 0.257973 0.157973 0 0 0
mat: -599 0.406021 0.406181 37.515 72.82195271607664 10.5328 20.9331 2.5921 64.9325 0.178838 0 0.157675 0.257675 0.257675 0.157675 0 0 0
mat: -598 0.407049 0.407233 37.522 72.80579611400957 10.5344 21.0066 2.58852 64.8623 0.178689 0 0.157377 0.257377 0.257377 0.157377 0 0 0
mat: -597 0.408077 0.408285 37.529 72.78946229613237 10.5361 21.08 2.58495 64.7921 0.178539 0 0.157079 0.257079 0.257079 0.157079 0 0 0
mat: -596 0.409106 0.409338 37.5359 72.77331381099995 10.5377 21.1535 2.58137 64.7219 0.17839 0 0.156781 0.256781 0.256781 0.156781 0 0 0
mat: -595 0.410134 0.41039 37.5429 72.75716935342766 10.5393 21.227 2.57779 64.6517 0.178241 0 0.156483 0.256483 0.256483 0.156483 0 0 0
mat: -594 0.411162 0.411442 37.5499 72.74084838240002 10.541 21.3004 2.57422 64.5815 0.178092 0 0.156185 0.256185 0.256185 0.156185 0 0 0
mat: -593 0.412191 0.412495 37.5569 72.72471203502464 10.5426 21.3739 2.57064 64.5113 0.177943 0 0.155887 0.255887 0.255887 0.155887 0 0 0
mat: -592 0.413219 0.413547 37.5638 72.7084056075433 10.5443 21.4474 2.56706 64.4411 0.177794 0 0.155589 0.255589 0.255589 0.155589 0 0 0
mat: -591 0.414247 0.4146 37.5708 72.69227817090766 10.5459 21.5209 2.56349 64.3709 0.177645 0 0.155291 0.255291 0.255291 0.155291 0 0 0
mat: -590 0.415276 0.415653 37.5778 72.67614682814857 10.5475 21.5943 2.55991 64.3007 0.177496 0 0.154993 0.254993 0.254993 0.154993 0 0 0
mat: -589 0.416304 0.416706 37.5848 72.65987503241846 10.5492 21.6678 2.55633 64.2306 0.177347 0 0.154694 0.254694 0.254694 0.154694 0 0 0
mat: -588 0.417332 0.417759 37.5917 72.64375972929939 10.5508 21.7413 2.55276 64.1604 0.177198 0 0.154396 0.254396 0.254396 0.154396 0 0 0
mat: -587 0.418361 0.418812 37.5987 72.62747389640658 10.5525 21.8148 2.54918 64.0902 0.177049 0 0.154098 0.254098 0.254098 0.154098 0 0 0
mat: -586 0.419389 0.419865 37.6057 72.61135871554042 10.5541 21.8882 2.5456 64.02 0.1769 0 0.1538 0.2538 0.2538 0.1538 0 0 0
mat: -585 0.420417 0.420919 37.6127 72.59525552705561 10.5557 21.9617 2.54203 63.9498 0.176751 0 0.153502 0.253502 0.253502 0.153502 0 0 0
mat: -584 0.421446 0.421972 37.6196 72.57898201215664 10.5574 22.0352 2.53845 63.8796 0.176602 0 0.153204 0.253204 0.253204 0.153204 0 0 0
mat: -583 0.422474 0.423026 37.6266 72.56287889656987 10.559 22.1086 2.53487 63.8094 0.176453 0 0.152906 0.252906 0.252906 0.152906 0 0 0
mat: -582 0.423502 0.42408 37.6336 72.54661441126107 10.5607 22.1821 2.5313 63.7392 0.176304 0 0.152608 0.252608 0.252608 0.152608 0 0 0
mat: -581 0.424531 0.425134 37.6406 72.53052660544571 10.5623 22.2556 2.52772 63.669 0.176155 0 0.15231 0.25231 0.25231 0.15231 0 0 0
mat: -580 0.425559 0.426188 37.6476 72.51444281045262 10.5639 22.3291 2.52414 63.5988 0.176006 0 0.152012 0.252012 0.252012 0.152012 0 0 0
mat: -579 0.426587 0.427242 37.6545 72.49818336446732 10.5656 22.4025 2.52057 63.5286 0.175857 0 0.151714 0.251714 0.251714 0.151714 0 0 0
mat: -578 0.427615 0.428296 37.6615 72.48210764592301 10.5672 22.476 2.51699 63.4584 0.175708 0 0.151416 0.251416 0.251416 0.151416 0 0 0
mat: -577 0.428644 0.429351 37.6685 72.46586288401953 10.5689 22.5495 2.51341 63.3882 0.175559 0 0.151118 0.251118 0.251118 0.151118 0 0 0
mat: -576 0.429672 0.430405 37.6755 72.44979606150257 10.5705 22.623 2.50984 63.318 0.17541 0 0.15082 0.25082 0.25082 0.15082 0 0 0
mat: -575 0.4307 0.43146 37.6824 72.43372510326584 10.5721 22.6964 2.50626 63.2478 0.175261 0 0.150522 0.250522 0.250522 0.150522 0 0 0
mat: -574 0.431729 0.432514 37.6894 72.41749262502077 10.5738 22.7699 2.50268 63.1776 0.175112 0 0.150224 0.250224 0.250224 0.150224 0 0 0
mat: -573 0.432757 0.433569 37.6964 72.40146163783653 10.5754 22.8434 2.49911 63.1075 0.174963 0 0.149926 0.249925 0.249925 0.149926 0 0 0
mat: -572 0.433785 0.434624 37.7034 72.38540139267147 10.577 22.9168 2.49553 63.0373 0.174814 0 0.149627 0.249627 0.249627 0.149627 0 0 0
mat: -571 0.434814 0.435679 37.7103 72.36918119656615 10.5787 22.9903 2.49195 62.9671 0.174665 0 0.149329 0.249329 0.249329 0.149329 0 0 0
mat: -570 0.435842 0.436734 37.7173 72.35313852128115 10.5803 23.0638 2.48838 62.8969 0.174516 0 0.149031 0.249031 0.249031 0.149031 0 0 0
mat: -569 0.43687 0.43779 37.7243 72.33692653425442 10.582 23.1373 2.4848 62.8267 0.174367 0 0.148733 0.248733 0.248733 0.148733 0 0 0
mat: -568 0.437899 0.438845 37.7313 72.32088368603097 10.5836 23.2107 2.48122 62.7565 0.174218 0 0.148435 0.248435 0.248435 0.148435 0 0 0
mat: -567 0.438927 0.439901 37.7383 72.30485306495747 10.5852 23.2842 2.47765 62.6863 0.174069 0 0.148137 0.248137 0.248137 0.148137 0 0 0
mat: -566 0.439955 0.440956 37.7452 72.28865333418507 10.5869 23.3577 2.47407 62.6161 0.17392 0 0.147839 0.247839 0.247839 0.147839 0 0 0
mat: -565 0.440984 0.442012 37.7522 72.2726224912628 10.5885 23.4311 2.47049 62.5459 0.173771 0 0.147541 0.247541 0.247541 0.147541 0 0 0
mat: -564 0.442012 0.443068 37.7592 72.2564304139098 10.5902 23.5046 2.46691 62.4757 0.173621 0 0.147243 0.247243 0.247243 0.147243 0 0 0
mat: -563 0.44304 0.444124 37.7662 72.24041589956184 10.5918 23.5781 2.46334 62.4055 0.173472 0 0.146945 0.246945 0.246945 0.146945 0 0 0
mat: -562 0.444069 0.44518 37.7731 72.22440454837121 10.5934 23.6516 2.45976 62.3353 0.173323 0 0.146647 0.246647 0.246647 0.146647 0 0 0
mat: -561 0.445097 0.446236 37.7801 72.2082177438423 10.5951 23.725 2.45618 62.2651 0.173174 0 0.146349 0.246349 0.246349 0.146349 0 0 0
mat: -560 0.446125 0.447293 37.7871 72.19221526028463 10.5967 23.7985 2.45261 62.1949 0.173025 0 0.146051 0.246051 0.246051 0.146051 0 0 0
mat: -559 0.447154 0.448349 37.7941 72.1760441383091 10.5984 23.872 2.44903 62.1247 0.172876 0 0.145753 0.245753 0.245753 0.145753 0 0 0
mat: -558 0.448182 0.449406 37.801 72.1600488664394 10.6 23.9455 2.44545 62.0545 0.172727 0 0.145455 0.245455 0.245455 0.145455 0 0 0
mat: -557 0.44921 0.450462 37.808 72.14407475555494 10.6016 24.0189 2.44188 61.9844 0.172578 0 0.145157 0.245156 0.245156 0.145157 0 0 0
mat: -556 0.450238 0.451519 37.815 72.12791454057503 10.6033 24.0924 2.4383 61.9142 0.172429 0 0.144858 0.244858 0.244858 0.144858 0 0 0
mat: -555 0.451267 0.452576 37.822 72.11193128763075 10.6049 24.1659 2.43472 61.844 0.17228 0 0.14456 0.24456 0.24456 0.14456 0 0 0
mat: -554 0.452295 0.453633 37.829 72.09577381165718 10.6066 24.2393 2.43115 61.7738 0.172131 0 0.144262 0.244262 0.244262 0.144262 0 0 0
mat: -553 0.453323 0.454691 37.8359 72.07979857925666 10.6082 24.3128 2.42757 61.7036 0.171982 0 0.143964 0.243964 0.243964 0.143964 0 0 0
mat: -552 0.454352 0.455748 37.8429 72.06382732664588 10.6098 24.3863 2.42399 61.6334 0.171833 0 0.143666 0.243666 0.243666 0.143666 0 0 0
mat: -551 0.45538 0.456805 37.8499 72.04768965794686 10.6115 24.4598 2.42042 61.5632 0.171684 0 0.143368 0.243368 0.243368 0.143368 0 0 0
mat: -550 0.456408 0.457863 37.8569 72.0317187826244 10.6131 24.5332 2.41684 61.493 0.171535 0 0.14307 0.24307 0.24307 0.14307 0 0 0
mat: -549 0.457437 0.45892 37.8638 72.01558842043839 10.6148 24.6067 2.41326 61.4228 0.171386 0 0.142772 0.242772 0.242772 0.142772 0 0 0
mat: -548 0.458465 0.459978 37.8708 71.9996340502853 10.6164 24.6802 2.40969 61.3526 0.171237 0 0.142474 0.242474 0.242474 0.142474 0 0 0
mat: -547 0.459493 0.461036 37.8778 71.98368280788642 10.618 24.7537 2.40611 61.2824 0.171088 0 0.142176 0.242176 0.242176 0.142176 0 0 0
mat: -546 0.460522 0.462094 37.8848 71.96755694647246 10.6197 24.8271 2.40253 61.2122 0.170939 0 0.141878 0.241878 0.241878 0.141878 0 0 0
mat: -545 0.46155 0.463152 37.8917 71.95161455709645 10.6213 24.9006 2.39896 61.142 0.17079 0 0.14158 0.24158 0.24158 0.14158 0 0 0
mat: -544 0.462578 0.46421 37.8987 71.935504534857 10.623 24.9741 2.39538 61.0718 0.170641 0 0.141282 0.241282 0.241282 0.141282 0 0 0
mat: -543 0.463607 0.465269 37.9057 71.91956156691153 10.6246 25.0475 2.3918 61.0016 0.170492 0 0.140984 0.240984 0.240984 0.140984 0 0 0
mat: -542 0.464635 0.466327 37.9127 71.90363114835954 10.6262 25.121 2.38823 60.9314 0.170343 0 0.140686 0.240686 0.240686 0.140686 0 0 0
mat: -541 0.465663 0.467386 37.9197 71.88755601021172 10.6279 25.1945 2.38465 60.8613 0.170194 0 0.140387 0.240387 0.240387 0.140387 0 0 0
mat: -540 0.466691 0.468444 37.9266 71.87163274917467 10.6295 25.268 2.38107 60.7911 0.170045 0 0.140089 0.240089 0.240089 0.140089 0 0 0
mat: -539 0.46772 0.469503 37.9336 71.85570652416709 10.6311 25.3414 2.3775 60.7209 0.169896 0 0.139791 0.239791 0.239791 0.139791 0 0 0
mat: -538 0.468748 0.470562 37.9406 71.83962084242998 10.6328 25.4149 2.37392 60.6507 0.169747 0 0.139493 0.239493 0.239493 0.139493 0 0 0
mat: -537 0.469776 0.471621 37.9476 71.82370953186471 10.6344 25.4884 2.37034 60.5805 0.169598 0 0.139195 0.239195 0.239195 0.139195 0 0 0
mat: -536 0.470805 0.47268 37.9545 71.80762501893648 10.6361 25.5618 2.36677 60.5103 0.169449 0 0.138897 0.238897 0.238897 0.138897 0 0 0
mat: -535 0.471833 0.47374 37.9615 71.79172168893949 10.6377 25.6353 2.36319 60.4401 0.1693 0 0.138599 0.238599 0.238599 0.138599 0 0 0
mat: -534 0.472861 0.474799 37.9685 71.77582231892355 10.6393 25.7088 2.35961 60.3699 0.169151 0 0.138301 0.238301 0.238301 0.138301 0 0 0
mat: -533 0.47389 0.475859 37.9755 71.75975724952818 10.641 25.7823 2.35604 60.2997 0.169001 0 0.138003 0.238003 0.238003 0.138003 0 0 0
mat: -532 0.474918 0.476918 37.9824 71.74385798933629 10.6426 25.8557 2.35246 60.2295 0.168852 0 0.137705 0.237705 0.237705 0.137705 0 0 0
mat: -531 0.475946 0.477978 37.9894 71.72780069365096 10.6443 25.9292 2.34888 60.1593 0.168703 0 0.137407 0.237407 0.237407 0.137407 0 0 0
mat: -530 0.476975 0.479038 37.9964 71.71191814850015 10.6459 26.0027 2.34531 60.0891 0.168554 0 0.137109 0.237109 0.237109 0.137109 0 0 0
mat: -529 0.478003 0.480098 38.0034 71.69603868892881 10.6475 26.0762 2.34173 60.0189 0.168405 0 0.136811 0.236811 0.236811 0.136811 0 0 0
mat: -528 0.479031 0.481158 38.0103 71.67998560596185 10.6492 26.1496 2.33815 59.9487 0.168256 0 0.136513 0.236513 0.236513 0.136513 0 0 0
mat: -527 0.48006 0.482218 38.0173 71.6641149818943 10.6508 26.2231 2.33458 59.8785 0.168107 0 0.136215 0.236215 0.236215 0.136215 0 0 0
mat: -526 0.481088 0.483279 38.0243 71.64807792423433 10.6525 26.2966 2.331 59.8083 0.167958 0 0.135917 0.235917 0.235917 0.135917 0 0 0
mat: -525 0.482116 0.484339 38.0313 71.63222928175036 10.6541 26.37 2.32742 59.7382 0.167809 0 0.135618 0.235618 0.235618 0.135618 0 0 0
mat: -524 0.483145 0.4854 38.0383 71.61636969973547 10.6557 26.4435 2.32384 59.668 0.16766 0 0.13532 0.23532 0.23532 0.13532 0 0 0
mat: -523 0.484173 0.48646 38.0452 71.60034563822204 10.6574 26.517 2.32027 59.5978 0.167511 0 0.135022 0.235022 0.235022 0.135022 0 0 0
mat: -522 0.485201 0.487521 38.0522 71.58449402050424 10.659 26.5905 2.31669 59.5276 0.167362 0 0.134724 0.234724 0.234724 0.134724 0 0 0
mat: -521 0.486229 0.488582 38.0592 71.5684691652787 10.6607 26.6639 2.31311 59.4574 0.167213 0 0.134426 0.234426 0.234426 0.134426 0 0 0
mat: -520 0.487258 0.489643 38.0662 71.55262637623429 10.6623 26.7374 2.30954 59.3872 0.167064 0 0.134128 0.234128 0.234128 0.134128 0 0 0
mat: -519 0.488286 0.490704 38.0731 71.53678664947586 10.6639 26.8109 2.30596 59.317 0.166915 0 0.13383 0.23383 0.23383 0.13383 0 0 0
mat: -518 0.489314 0.491765 38.0801 71.52077385002772 10.6656 26.8843 2.30238 59.2468 0.166766 0 0.133532 0.233532 0.233532 0.133532 0 0 0
mat: -517 0.490343 0.492827 38.0871 71.50494294903402 10.6672 26.9578 2.29881 59.1766 0.166617 0 0.133234 0.233234 0.233234 0.133234 0 0 0
mat: -516 0.491371 0.493888 38.0941 71.48894627744907 10.6689 27.0313 2.29523 59.1064 0.166468 0 0.132936 0.232936 0.232936 0.132936 0 0 0
mat: -515 0.492399 0.49495 38.101 71.47312243909228 10.6705 27.1048 2.29165 59.0362 0.166319 0 0.132638 0.232638 0.232638 0.132638 0 0 0
mat: -514 0.493428 0.496012 38.108 71.45729532685375 10.6721 27.1782 2.28808 58.966 0.16617 0 0.13234 0.23234 0.23234 0.13234 0 0 0
mat: -513 0.494456 0.497074 38.115 71.44131073166648 10.6738 27.2517 2.2845 58.8958 0.166021 0 0.132042 0.232042 0.232042 0.132042 0 0 0
mat: -512 0.495484 0.498136 38.122 71.42549876119995 10.6754 27.3252 2.28092 58.8256 0.165872 0 0.131744 0.231744 0.231744 0.131744 0 0 0
mat: -511 0.496513 0.499198 38.129 71.40969161909373 10.677 27.3987 2.27735 58.7554 0.165723 0 0.131446 0.231446 0.231446 0.131446 0 0 0
mat: -510 0.497541 0.50026 38.1359 71.39371095109027 10.6787 27.4721 2.27377 58.6852 0.165574 0 0.131148 0.231148 0.231148 0.131148 0 0 0
mat: -509 0.498569 0.501322 38.1429 71.37793382221447 10.6803 27.5456 2.27019 58.6151 0.165425 0 0.130849 0.230849 0.230849 0.130849 0 0 0
mat: -508 0.499598 0.502385 38.1499 71.36197026806296 10.682 27.6191 2.26662 58.5449 0.165276 0 0.130551 0.230551 0.230551 0.130551 0 0 0
mat: -507 0.500626 0.503447 38.1569 71.34616990631179 10.6836 27.6925 2.26304 58.4747 0.165127 0 0.130253 0.230253 0.230253 0.130253 0 0 0
mat: -506 0.501654 0.50451 38.1638 71.33038165041941 10.6852 27.766 2.25946 58.4045 0.164978 0 0.129955 0.229955 0.229955 0.129955 0 0 0
mat: -505 0.502683 0.505573 38.1708 71.31443014943207 10.6869 27.8395 2.25589 58.3343 0.164829 0 0.129657 0.229657 0.229657 0.129657 0 0 0
mat: -504 0.503711 0.506636 38.1778 71.29864981811558 10.6885 27.913 2.25231 58.2641 0.16468 0 0.129359 0.229359 0.229359 0.129359 0 0 0
mat: -503 0.504739 0.507699 38.1848 71.28269723685452 10.6902 27.9864 2.24873 58.1939 0.164531 0 0.129061 0.229061 0.229061 0.129061 0 0 0
mat: -502 0.505768 0.508762 38.1917 71.266925716693 10.6918 28.0599 2.24516 58.1237 0.164382 0 0.128763 0.228763 0.228763 0.128763 0 0 0
