Epoch,Training Loss,Validation Loss
0,0.20071039572358132,0.18954197565714517
1,0.18358698710799218,0.17692115406195322
2,0.1733515277504921,0.169712096452713
3,0.16611226424574851,0.16233364741007486
4,0.15831145495176316,0.1529731253782908
5,0.14802757427096366,0.14288940032323202
6,0.13806406408548355,0.1332198977470398
7,0.12838573865592479,0.12338623404502869
8,0.11860046498477458,0.11335045099258423
9,0.10873036608099937,0.10369390994310379
10,0.09873119331896305,0.09360713760058086
11,0.08865568898618222,0.08363447835048039
12,0.07834711372852325,0.0731427272160848
13,0.06796940751373767,0.062459265192349754
14,0.0574868468567729,0.05284640689690908
15,0.0481615137308836,0.04267943277955055
16,0.03832504115998745,0.03379919504125913
17,0.030149237997829915,0.025789062182108562
18,0.02289808951318264,0.01987958326935768
19,0.01780116236768663,0.015642196250458557
20,0.015355654619634151,0.015414887728790442
21,0.014831788837909698,0.015073498710989952
22,0.014023926574736834,0.013899672466019789
23,0.01358623495325446,0.013481730905671915
24,0.013253131322562695,0.014075652385751406
25,0.013406423153355718,0.014175974453488985
26,0.013599284365773201,0.013162066228687763
27,0.012691928446292878,0.013502448176344236
28,0.012748235976323486,0.0128508061170578
29,0.012574842851608991,0.012837726312379042
30,0.012272863974794745,0.01282597923030456
31,0.012123200809583068,0.012167426447073618
32,0.011895838379859924,0.012510046983758608
33,0.01210369705222547,0.01255866140127182
34,0.011832439480349422,0.012906633938352266
35,0.012196832848712803,0.012715662208696207
36,0.011849244683980941,0.012073878819743792
37,0.011371093150228263,0.011797596079607805
38,0.011540770484134554,0.011834603734314442
39,0.011388990236446262,0.012333027397592863
40,0.011149006010964514,0.011580292445917925
41,0.011006117053329944,0.011393402703106403
42,0.010979660786688328,0.01158815249800682
43,0.010897333268076181,0.011850417902072271
44,0.011148275155574084,0.011538148236771425
45,0.011069309944286943,0.011370096355676651
46,0.010775639582425356,0.01132943481206894
47,0.010807197820395232,0.011126996638874212
48,0.010559043567627668,0.011119221337139606
49,0.010650560772046447,0.011034131360550722
50,0.010598989436402917,0.011079241211215654
51,0.010394533723592758,0.011259328884383043
52,0.010515112616121768,0.010964226598540941
53,0.010403004940599203,0.011046253765622774
54,0.010551324347034097,0.010991841554641724
55,0.010472535621374846,0.010959018021821976
56,0.01032465398311615,0.010663842782378197
57,0.010179190849885344,0.010893242744108042
58,0.010288559179753066,0.010949774024387201
59,0.010452369833365083,0.010803376014033953
60,0.010183201031759381,0.010639407051106295
61,0.010074143996462226,0.010602269942561785
62,0.010138961719349027,0.01058550893018643
63,0.010106005007401109,0.010786195285618305
64,0.010021110577508808,0.01045940164476633
65,0.01002977266907692,0.010819771327078342
66,0.010169246839359403,0.010823775082826614
67,0.010117600718513132,0.010568142247696718
68,0.010021430533379316,0.010631786659359932
69,0.00990912402048707,0.010456543105343977
70,0.010001919465139508,0.010580410870412985
71,0.009927416872233152,0.010394324858983358
72,0.009857081668451428,0.010511520008246103
73,0.009815752040594816,0.010389534756541252
74,0.00980621101334691,0.010710087915261587
75,0.009874925622716546,0.010252525409062704
76,0.009799639834091068,0.010434761022528013
77,0.010065228771418333,0.010441933137675127
78,0.009944020444527269,0.010423551003138224
79,0.009830257715657353,0.010479486857851347
80,0.009825201286002994,0.010211543180048466
81,0.009617917519062758,0.010136400038997332
82,0.009605795843526721,0.010302874880532423
83,0.009724449482746422,0.01041702243189017
84,0.010052306577563286,0.01045255083590746
85,0.009831585641950368,0.0103778758396705
86,0.009623561007902025,0.010251746202508608
87,0.009462428418919444,0.009988019242882729
88,0.009487476269714534,0.010140718271334967
89,0.009734474495053292,0.010365186259150505
90,0.0096309470012784,0.01033710160603126
91,0.009646829729899765,0.010320457319418589
92,0.00964227975346148,0.010259944635132948
93,0.00954831875860691,0.010020476765930653
94,0.009524071635678411,0.010156673068801561
95,0.009489239077083766,0.009918098337948322
96,0.009359965939074755,0.01001045387238264
97,0.009709965251386166,0.01010909304022789
98,0.009527817368507385,0.010437856428325176
99,0.009552920609712601,0.010070405900478363
100,0.009327488811686635,0.009852485420803228
101,0.009356399765238166,0.01003788442661365
102,0.009532294329255819,0.010225909451643625
103,0.009520532796159387,0.00993679432819287
104,0.009301314316689967,0.009915433513621489
105,0.009307669289410115,0.009949227484563986
106,0.009282512404024602,0.01008043655504783
107,0.009362124605104327,0.010015869823594889
108,0.009294233331456781,0.009998270000020662
