Epoch,Training Loss,Validation Loss
0,0.0769669416752693,0.028192701504418726
1,0.027106275634938164,0.01620541390423712
2,0.012839673626187601,0.014945535185305696
3,0.013895890439590929,0.00660508199545898
4,0.006708227229721256,0.0062825181521475315
5,0.004749558530564077,0.004618199248062937
6,0.004430738096983221,0.002963621818803643
7,0.004779472172039708,0.0041512485569048865
8,0.0036880440970172026,0.0029105318857258872
9,0.003441822488400105,0.0024585560282790347
10,0.0022921223326671965,0.0043068688583413235
11,0.002858491259853748,0.0021089863362967185
12,0.0038641384093544297,0.0031415632999453103
13,0.0024668441091259745,0.002227382544477127
14,0.002663891618507669,0.0033236594601093153
15,0.002123743165468209,0.001524348565573363
16,0.0016998451625879266,0.0009590592756132154
17,0.001366779947267404,0.001060455602495686
18,0.0015260641980842735,0.0013095592577500564
19,0.0015045264969414443,0.0012805316977104859
20,0.002055722749853311,0.0010935511427784437
21,0.0018765571589220169,0.0019471392488891357
22,0.0016548270317511388,0.0017860063694809612
23,0.0027606491651232844,0.0011807227917750808
24,0.0011276190981382235,0.0006441663227681266
25,0.0010778018546070119,0.000760978397202531
26,0.000848583339048721,0.0011320413690746615
27,0.0014035257638744568,0.0015703207402686147
28,0.0015746955150940554,0.0006837427499704063
29,0.000810203763218229,0.0005068588928368531
30,0.0007363130171142984,0.0007545331211172437
31,0.0006927872185004066,0.0005294482949753537
32,0.0017820333244009433,0.0033493514025681897
33,0.0011249626490768463,0.0010242935141401464
34,0.001919744026963599,0.0005371776979269558
35,0.0005699163672321255,0.0007023723339539414
36,0.0009583528766310529,0.0009927110360494179
37,0.0006703370936999196,0.0005600707786231253
38,0.0007414779002398351,0.0006945239101217961
39,0.0009228158561247829,0.0013977616388154658
40,0.0018028496480454986,0.0006756772222855178
41,0.0010990481302877398,0.0005598359229655838
42,0.0009450312297160149,0.0005176235419256907
43,0.0006344620070242519,0.0006163022143913335
44,0.0008624306237355708,0.000463432177447861
45,0.0006891063730060859,0.0008334510938239921
46,0.000658492747645237,0.0003780240275725526
47,0.00043506851216079667,0.0003959350134736221
48,0.0009524422097647881,0.0016041205932484253
49,0.0006093298760740589,0.00029648162767683203
50,0.0005980648275956474,0.0005170744644649522
51,0.0004946829658844141,0.001072489598300308
52,0.0012613379949470982,0.000516010728652442
53,0.0005929143863843484,0.000622435325854703
54,0.001090754176977115,0.00040236170906083365
55,0.0008163287732857402,0.0005037211399451879
56,0.0005581752498791933,0.0007127834909816125
57,0.0007420832667106113,0.0003833719161584189
58,0.0005639029315812207,0.0003702275946699573
59,0.00038916948754999075,0.0005464155524111304
60,0.000512238585303605,0.000669737850426157
61,0.0004355646815383807,0.0002736066572221094
62,0.00046673589158193574,0.0004305530563119407
63,0.0006058213495730582,0.00032750762827498346
64,0.0006111587349311632,0.0006348732307455258
65,0.0005748196027094597,0.00025438516183241616
66,0.0003111415686649515,0.0003793803740623652
67,0.0004850796033822821,0.0004037772550394661
68,0.00042077407172320437,0.0003546606328056537
69,0.0005738410895183302,0.0005214160421593604
70,0.0005552757329975353,0.00030735102374915426
71,0.00033775244226394294,0.0002866034835613774
72,0.00034518598946114683,0.00039354690326083645
73,0.0004014639975809443,0.00021093505692031038
74,0.0004407167310235213,0.00035690358766403635
75,0.0003197844937044704,0.00021935386068530773
76,0.0003662230190361458,0.00030220843511511033
77,0.000374569739410378,0.00035534034587295825
78,0.0005977150743235956,0.0003399928123383832
79,0.0004988335312143471,0.0002590226006424545
80,0.0004521186220747615,0.00021463099370808587
81,0.0002782811712485885,0.0002255941952554215
82,0.0002952946080863751,0.00018378079173424723
83,0.00024985599683484335,0.0001903701187601607
84,0.00018649492650231543,0.00017235855002103277
85,0.0002100401069535445,0.000294644076156577
86,0.00040823183132344737,0.0004932588520827458
87,0.00042535972122430775,0.00030933317918281416
88,0.00026135689088397686,0.00023722157455171997
89,0.00025254732559245127,0.00024022982382264577
90,0.0002456130317257607,0.00019049493283474525
91,0.0004157410332577695,0.0003417994823968528
92,0.00025514317856409195,0.00021260380928747748
93,0.00024372371526145512,0.0002650780983171181
94,0.0003223644666592774,0.00021955055892344957
95,0.00023724385755485855,0.00017298152670264244
96,0.00020522408455068026,0.0003370341115729197
97,0.0002436565878987925,0.00020500593956584404
98,0.0002651599996074526,0.00022777637059334666
99,0.0004315559149529834,0.00022510907652567287
100,0.00026181186527346174,0.000370063782228451
101,0.0001890566393883905,0.00017542786219181786
102,0.00022357828943074165,0.00023739502419055882
103,0.00022680344983727033,0.00021999807014301615
104,0.000326017509570719,0.00021753961520612632
105,0.0002328934774356496,0.00018244189375668372
106,0.00023567153096480884,0.0003319098683086371
107,0.0002867155567640255,0.00018053734138926588
108,0.00037101808361752006,0.0003181776318294731
109,0.00043842360269321176,0.0004910352842048987
110,0.00025933700003645896,0.000415826018740374
111,0.0003138965846454467,0.00043945958819485416
112,0.000389795977466029,0.00018721930743930372
113,0.00023842348127800506,0.0001520633829242893
114,0.00016716429122185983,0.0001400359125048118
115,0.00014324255569494868,0.0001270215434487909
116,0.00015525981737147575,0.00023106178176883412
117,0.0003176964591578948,0.0003126419094195099
118,0.000370551889653526,0.00035488196896805773
119,0.00022732326775248542,0.00014562501172277783
120,0.0003262255719930277,0.0004115147672373017
121,0.00032020090618875417,0.00014983841078662264
122,0.0002796427841435377,0.00013089416499592756
123,0.00015546757946906023,0.00010356674733645234
124,0.00014011649541077387,0.0001923413702139729
125,0.00027355855021788127,0.00018620995672934346
126,0.00017399065037400425,0.00015069028832888427
127,0.00014314802865555976,0.00010229942371982983
128,0.00011714566488463836,0.00011437363182745972
129,0.00012370890918215368,0.0001092537824756858
130,0.00015675693454173407,0.0001695227754106255
131,0.00024853827955283983,0.0005712858523781362
132,0.00027631636830368445,0.00017321099661976884
133,0.0001321788515365609,0.00015056059974564336
134,0.00014551395720206384,0.00010970284041066311
135,0.00012579394689581883,0.00010164435164034857
136,0.0001415184167758286,0.00011565666347068097
137,0.00018746079690333173,0.00011524089763713021
138,0.0002568704853489946,0.00015434395295175674
139,0.0001837345765268669,0.0001198464727311052
140,0.00014164627526425696,9.756690231274421e-05
141,0.00011088699032992928,0.00012566164552577232
142,0.000123365449900647,0.00010503760897431915
143,0.00014433223326417837,0.00010583287573689104
144,0.00011913045483724043,0.0001237261060037111
145,0.00010731861570284788,0.00014010755809354842
146,0.00020591996934327702,0.00043464248684406474
147,0.00022302369205518566,0.00017396374881316565
148,0.00013100552194756396,9.450178530594138e-05
149,0.00010158149392449751,0.00011386277267439781
150,0.00014486677484551604,0.00015698753888596242
151,0.00013432716183926554,0.00011736946180462837
152,0.00011448999415925325,9.124216050718372e-05
153,9.987504991888847e-05,0.00010967961900046488
154,0.0001053582542274518,0.00010371217113539675
155,0.00012194008982796252,0.00017877629388270803
156,0.0004554644879374935,0.0004749786580520633
157,0.00022364557748675762,0.00012931379866418675
158,0.00012946704272939028,0.00011286174604289332
159,0.00010431163795338331,8.79391269623547e-05
160,9.910261769618955e-05,8.481359729653617e-05
161,0.0001047920322889695,9.946070196364369e-05
162,0.00011897332158121954,8.657873695483431e-05
163,0.0001021830459984286,8.039068837349892e-05
164,0.00010823986562364123,0.00011932646578459658
165,0.00011603693916951765,0.0001360941609355474
166,0.00031011170186071756,0.00020080540056560973
