Epoch,Training Loss,Validation Loss
0,0.1692728984169662,0.0651366101577878
1,0.0411334919432799,0.0240539344958961
2,0.017630856996402145,0.014725151099264621
3,0.0165149591009443,0.011762263579294085
4,0.010814161036008348,0.008708383305929601
5,0.007972885908869406,0.007303179753944278
6,0.006675811422367891,0.005880234879441559
7,0.005831292710111787,0.006682011182419956
8,0.005031642985219757,0.00474141298327595
9,0.004347659517467643,0.004146936477627605
10,0.004019540431909263,0.003976710268761963
11,0.003803026321111247,0.003821271110791713
12,0.0038164509440927457,0.004400641564279795
13,0.005167008239853507,0.005235451110638678
14,0.005196613457519561,0.005523182917386293
15,0.003843777587947746,0.003980357269756496
16,0.0033562909598307063,0.003767463774420321
17,0.0031591483566444367,0.0033478453406132758
18,0.002923945624691745,0.002794467459898442
19,0.002723467126876737,0.002800225466489792
20,0.0026008093884835643,0.0026656957576051354
21,0.002507660788251087,0.0025315318489447236
22,0.002457429786833624,0.002512751054018736
23,0.002364517527166754,0.002501019753981382
24,0.0025231920396133014,0.0025759852956980466
25,0.002355052346441274,0.002283836924470961
26,0.002340213618784522,0.002724452130496502
27,0.002547604812813612,0.0029248669743537903
28,0.0026392863287280004,0.0024053098168224096
29,0.0023759625871510553,0.002531750069465488
30,0.0024272248323541135,0.0023066094669047742
31,0.0022322440325903397,0.0021662546205334365
32,0.002262772305402905,0.002270708908326924
33,0.002058917237445712,0.002316569187678397
34,0.002127957123836192,0.0024215363780967893
35,0.002166821470018476,0.0023322099179495124
36,0.002098281035432592,0.0021684049628674985
37,0.0021281095270145062,0.0019639396748971196
38,0.0019677663076436147,0.0021702873229514806
39,0.0020438935054698957,0.0022483994776848703
40,0.0025614682361871626,0.0022603931545745583
41,0.0020098288950975984,0.0019023776461835951
42,0.0022761366553216552,0.002728865365497768
43,0.0021904135355725884,0.002566957054659724
44,0.0020183577726129442,0.0017927479988429696
45,0.0016276855584389219,0.0015936629788484424
46,0.001549216233737146,0.0016376942512579262
47,0.0014675207571902622,0.0016684814123436808
48,0.0014698776203052452,0.0014740218524821103
49,0.0013909200410125778,0.0015853884571697563
50,0.0013502478638353448,0.0015231916273478418
51,0.0013420634592572849,0.001418377656955272
52,0.0012879991525551304,0.0013340168807189912
53,0.0012889341577344263,0.0013762692629825323
54,0.0012585542863234878,0.001431889837840572
55,0.0012521878127396727,0.0013601239828858525
56,0.0011991291743470357,0.0012658177874982357
57,0.0012649840141724174,0.0013258530292659999
58,0.0012759578094119206,0.001375123776961118
59,0.001170180215073439,0.0012533988396171481
60,0.0011527224647579714,0.0012504440732300282
61,0.001198904793515491,0.0013305273721925914
62,0.0012573762563988567,0.0013162850053049624
63,0.0011736360364011488,0.001261565601453185
64,0.0011240084961173125,0.0011217376100830733
65,0.001056035332051882,0.001110982257523574
66,0.0011214029693898434,0.0012179308832855895
67,0.0010787541992613114,0.0011731044796761125
68,0.0010621216240300176,0.0012151747709140182
69,0.0010620344861915025,0.0010593065788270905
70,0.0010671424616399841,0.001449988834792748
71,0.0011921989120310173,0.0014472671668045224
72,0.001465008078472844,0.0016439063387224452
73,0.001572884651250206,0.0012012648017844184
74,0.0012562848971962618,0.0014973210782045498
75,0.0014440351612089823,0.0014138868922600524
76,0.001377847826127739,0.0013060184981441125
77,0.0012636324351963898,0.0016953659127466381
78,0.001374589611562745,0.001954108360223472
79,0.0016501383269011663,0.0027150891721248625
80,0.0013850051264550226,0.0012434991425834597
81,0.0011591674983113384,0.0011101380951004103
82,0.0011231854718062096,0.0011640657496172935
83,0.0011421574032283387,0.0013041940808761864
84,0.0010250080134331558,0.0010794999747304247
85,0.0009758553079639872,0.0011602047248743474
86,0.0009527186484774575,0.0010708259884268045
87,0.0009446417452030194,0.0009986838384065777
88,0.0008453029857870812,0.0010097100050188601
89,0.0008576413146026122,0.0008841307426337153
90,0.0007900634397325726,0.0009092309832340106
91,0.0007483471146163841,0.0008458367228740826
92,0.0007118928789471586,0.0007859628938604146
93,0.000698139226976006,0.0008012738224351778
94,0.000733626108073319,0.0008458231022814289
95,0.0010645138177399834,0.002100017567863688
96,0.0014425534958718345,0.001882794706034474
97,0.0020683055049933803,0.0023901158099761234
98,0.0028981185008888134,0.002073022729018703
99,0.002037046000380845,0.001247386256000027
100,0.0015568273583388267,0.001609596807975322
101,0.0011371336668768587,0.0011314250237774103
102,0.0010144445065331336,0.0013723719021072611
103,0.000977493939960065,0.0007935017434647307
104,0.0008630101408925838,0.0008892056706827134
105,0.0007549331756308674,0.0008828398887999356
106,0.0007587246063242976,0.0010614116239594296
107,0.0008188911311056775,0.0008582618203945458
108,0.0007676382709178142,0.0009033843205543235
109,0.0007928571397011789,0.0010232477885438128
110,0.0007153841181813429,0.0008437897980911657
111,0.0006243778974749148,0.0008048047893680632
112,0.0005871615913444354,0.0007089626684319228
113,0.0005588979004339004,0.0006350733485305682
114,0.000538293358113151,0.0006381445593433455
115,0.0005212438826371605,0.0006518189940834418
116,0.0005155547080600324,0.0006253854633541777
117,0.0005061742531931183,0.0005936441302765161
118,0.0004907311738255279,0.000608082182588987
119,0.0004804432081679503,0.0005754061130573973
120,0.00048062064937160663,0.0005797583537059837
121,0.0004783623415278271,0.0005934237866313197
122,0.0004829909485124517,0.0005717650303267874
123,0.0004904435173860596,0.0005711113262805156
124,0.00048467014178944133,0.0005692233244189993
125,0.00048185421280019607,0.0005844887025887146
126,0.00048546821271884256,0.0005617607312160544
127,0.00046804079514307283,0.0005687729353667237
128,0.00046917571986947827,0.0005623335367999971
129,0.0004875654315886398,0.0006521934905322268
130,0.0006513327321348091,0.0009252064977772534
131,0.0006832574355939869,0.0007388348181848414
132,0.0007415113007785598,0.0015611240422003902
133,0.000883127776614856,0.0009655694084358402
134,0.0007206800970986175,0.0009317717282101512
135,0.0008848152710318875,0.0012750625115586444
136,0.001255745866607564,0.0012862107862019912
137,0.0008678162072707588,0.0009734618332004174
138,0.0009489462419878692,0.0011646193277556449
139,0.0007377864940887473,0.0006430304463719949
140,0.0006726568455633242,0.0008151728543452919
141,0.0007380740134976804,0.0008909933036193252
142,0.0006733921368625791,0.0007452785110217519
143,0.0007743201623573744,0.000964632177783642
144,0.0010248439730882334,0.0014894702879246324
145,0.0010405313531615926,0.0015075155853992328
146,0.0010140949093814318,0.0007978108144016006
147,0.0007965509027902347,0.0010328651915187947
148,0.0008531469861433531,0.0006218112554051914
149,0.0006052042551649114,0.0007262777580763213
150,0.0005481664588539085,0.0005930445520789362
151,0.00047433450114719257,0.0006042488632374444
152,0.0004394491625134833,0.0005059217946836725
153,0.000399869302539931,0.0005255624186247587
154,0.00037646984492312185,0.0004859781722188927
155,0.0003653248282110629,0.0004607678492902778
156,0.0003509458435776954,0.0004740171454614028
157,0.00034742602632225803,0.00048780894721858206
158,0.00034117031027562915,0.0004583160669426434
159,0.00033906963726622054,0.0004507043078774586
160,0.0003444151259221447,0.0004532778053544462
161,0.0003352921174761529,0.00043912733963225037
162,0.0003317284584530474,0.0004474912537261844
163,0.0003288430256361607,0.00044442586367949844
164,0.0003207474954251666,0.0004545518226223066
165,0.0003167264292036028,0.00044457619660533967
166,0.0003142384560002635,0.00043484334310051054
167,0.000319235283677699,0.00042650183459045363
168,0.0003238971500347058,0.0004868698844802566
169,0.00032418712798971684,0.00043217921629548075
170,0.0003217116015245362,0.0004175909110927023
171,0.00032252894864844467,0.0004488382925046608
172,0.00031863918799596527,0.00044039774656994267
173,0.0003214758527368152,0.00043975587032036857
174,0.00031641427534244334,0.00042258614412276073
175,0.0003184977283429665,0.0004681054488173686
176,0.00037088170502102,0.0005431801808299496
177,0.00048502646047078694,0.000538790036807768
178,0.0006522665593365673,0.001112231839215383
179,0.0009939094178359178,0.0015259864754625595
180,0.001082226657793702,0.001148425466089975
181,0.0011743009764662324,0.0021995201183017342
182,0.0013307031096095065,0.0020644512376748027
183,0.001027669672233363,0.0021102136117406188
