Epoch,Training Loss,Validation Loss
0,0.163104081650575,0.13375438004732132
1,0.11425481215119362,0.09368230402469635
2,0.07584208647410075,0.05898016132414341
3,0.043352084668974084,0.029439297504723072
4,0.020993514731526376,0.016656682826578617
5,0.013857293563584486,0.012334336526691914
6,0.011078045393029848,0.010324138915166259
7,0.010182728990912437,0.009711678139865398
8,0.00844436907209456,0.00755100161768496
9,0.00775220583503445,0.0071748943300917745
10,0.007555154245346784,0.009207551600411534
11,0.007796500173086921,0.008063121698796749
12,0.007198327748725811,0.00658450648188591
13,0.006675927915299932,0.007065229234285653
14,0.007386697176843882,0.006689097732305527
15,0.006225540287171801,0.005986404023133218
16,0.006079711920271317,0.005895072594285011
17,0.0061880926135927435,0.005860441131517291
18,0.005782324510316054,0.005599966621957719
19,0.005733921177064379,0.006112603121437132
20,0.006044236989691853,0.00619760004337877
21,0.005807568924501539,0.005335102556273341
22,0.0054333441580335295,0.0053730374202132225
23,0.0053425419765214125,0.005290809320285916
24,0.005680463649332524,0.006081119878217578
25,0.005328898349155982,0.004896001657471061
26,0.00503478708366553,0.004796369466930628
27,0.004961065544436375,0.00514409807510674
28,0.005100883574535449,0.004596727900207043
29,0.004728819181521734,0.00471228884998709
30,0.004834011181568106,0.004564354778267443
31,0.0047676110484947765,0.004459036863408983
32,0.004584202822297811,0.00456288130953908
33,0.004562295197198789,0.004701457917690277
34,0.004725654687111576,0.004495259141549468
35,0.004465936636552215,0.004462183336727321
36,0.004596835747361183,0.004862701636739075
37,0.004377103177830577,0.004330844967626035
38,0.004622496602435907,0.004261370631866157
39,0.004464110778644681,0.0041674962267279625
40,0.004308315133675933,0.004287206218577921
41,0.004516275087371469,0.004568400443531573
42,0.004408257594332099,0.004125830251723528
43,0.004365991824306548,0.004365323577076197
44,0.004434759371603528,0.0047113330801948905
45,0.00451395680817465,0.004489355371333659
46,0.00434391365852207,0.004330598865635693
47,0.004167303520565231,0.00402838084846735
48,0.004098870946715276,0.004302722867578268
49,0.004075560897278289,0.003885786689352244
50,0.004133375423649947,0.004494130495004356
51,0.00430383274021248,0.004378296202048659
52,0.004136952625898024,0.0038876304170116782
53,0.003971775396106144,0.0038428212283179164
54,0.003968696870530645,0.004297954495996237
55,0.003912926100504895,0.003708499891217798
56,0.0037975707945103448,0.003991236735600978
57,0.004243510006926954,0.0038945958367548883
58,0.0041072544952233635,0.00392879091668874
59,0.004105001323235532,0.0038792744744569063
60,0.004028474632650614,0.003867623512633145
61,0.0040025688940659165,0.004475428489968181
62,0.0040325923667599755,0.003676914086099714
63,0.003849982990262409,0.003909945895429701
64,0.00383442478099217,0.0036347200511954725
65,0.003728699963539839,0.003593582601752132
66,0.0037264825388168294,0.003935423330403864
67,0.0038032490682477754,0.004054307995829731
68,0.003901341068558395,0.003687380056362599
69,0.003870316610361139,0.00375699729193002
70,0.004011414153501392,0.003776070137973875
71,0.00372977782972157,0.004117001546546817
72,0.003745373439354201,0.003581739787478
73,0.0036030597519129516,0.0035619143745861948
74,0.0036580186570063233,0.003592597844544798
75,0.0036641421417395272,0.0036512789083644748
76,0.003836209326982498,0.004268363816663623
77,0.004163494170643389,0.0037210395676083863
78,0.003689179530677696,0.0035167576279491186
79,0.0036340611676375072,0.00363699602894485
80,0.0038056326176350314,0.0036780735244974494
81,0.0037117496132850645,0.0036995659465901554
82,0.003671436912069718,0.0035078806104138494
83,0.003676064661704004,0.0036337734782136977
84,0.00364466217191269,0.003485053777694702
85,0.0035091800382360816,0.003729478339664638
86,0.0035188377369195223,0.003555605304427445
87,0.0034817106012875834,0.003413122205529362
88,0.003455144826633235,0.003643285483121872
89,0.003530752930479745,0.0034706363221630454
90,0.0034820233161250752,0.0033814931521192193
91,0.003555908411120375,0.003726428549271077
92,0.0036626763564224043,0.003540387551765889
93,0.003664199658669531,0.003688159747980535
94,0.0037311415265624723,0.003606055455747992
95,0.0038051485161607465,0.004085891065187752
96,0.0038225343994175392,0.0035477240453474224
97,0.003468377492390573,0.003371574101038277
98,0.003434964215072493,0.0034077904419973493
99,0.0033515568434571226,0.0032620843267068267
100,0.003407834229680399,0.003587127081118524
101,0.0037083256989717483,0.0038250996731221676
102,0.0034859370052193603,0.0033731356961652637
103,0.003413935626546542,0.003372520674020052
104,0.00334450612620761,0.003233483585063368
105,0.003401697954783837,0.0035995662910863757
106,0.003464535002907117,0.003595710382796824
107,0.0035231587088977298,0.003319651586934924
108,0.003377468534745276,0.003444999805651605
109,0.003288473165594041,0.003208290960174054
110,0.0033736971439793707,0.003349429345689714
111,0.0032946502479414145,0.0032642704900354147
112,0.003422192111611366,0.0034081785124726593
113,0.0035746607619027296,0.0036184144555591047
114,0.0033618688583374025,0.0033949397620745003
115,0.0032948959929247697,0.003271252033300698
116,0.003308286292788883,0.003345186065416783
117,0.0034222915768623353,0.004101979662664235
118,0.0034618991039072474,0.003121690882835537
119,0.0033569123828783632,0.003513644216582179
120,0.003374564608869453,0.003559029195457697
121,0.0034259049687534572,0.0035493376781232655
122,0.003340383805334568,0.0031429330119863153
123,0.0033297267587234576,0.003182878193911165
124,0.0034377352567389607,0.0032136632944457233
125,0.003288658568635583,0.0032828020048327744
126,0.003397359869753321,0.003395766660105437
127,0.003206845815293491,0.003097210079431534
128,0.003242084632317225,0.0032737056026235223
129,0.0032170868556325636,0.0032800520421005785
130,0.003355038585141301,0.0034287446760572493
131,0.003364842633406321,0.0032666626502759755
132,0.003181310409369568,0.003273650538176298
133,0.0032440668360019724,0.003091449849307537
134,0.003245527196365098,0.0032726851641200483
135,0.003395618281016747,0.0032286359346471727
136,0.003290233047058185,0.0035704041947610676
