1.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+00	0.000000000000000000e+00
3.000000000000000000e+00	0.000000000000000000e+00
4.000000000000000000e+00	0.000000000000000000e+00
5.000000000000000000e+00	0.000000000000000000e+00
6.000000000000000000e+00	0.000000000000000000e+00
7.000000000000000000e+00	2.692793703076962197e-01
8.000000000000000000e+00	8.078381109230885482e-01
9.000000000000000000e+00	1.346396851538482098e+00
1.000000000000000000e+01	1.884955592153875870e+00
1.100000000000000000e+01	2.199114857512855181e+00
1.200000000000000000e+01	2.513274122871834493e+00
1.300000000000000000e+01	2.827433388230813804e+00
1.400000000000000000e+01	3.141592653589793116e+00
1.500000000000000000e+01	3.455751918948772872e+00
1.600000000000000000e+01	3.769911184307751739e+00
1.700000000000000000e+01	4.084070449666731051e+00
1.800000000000000000e+01	4.398229715025710362e+00
1.900000000000000000e+01	4.712388980384689674e+00
2.000000000000000000e+01	5.026548245743668986e+00
2.100000000000000000e+01	5.215043804959056395e+00
2.200000000000000000e+01	5.403539364174443804e+00
2.300000000000000000e+01	5.592034923389832102e+00
2.400000000000000000e+01	5.780530482605219511e+00
2.500000000000000000e+01	5.969026041820606920e+00
2.600000000000000000e+01	6.157521601035994330e+00
2.700000000000000000e+01	6.346017160251381739e+00
2.800000000000000000e+01	6.534512719466770037e+00
2.900000000000000000e+01	6.723008278682156558e+00
3.000000000000000000e+01	6.911503837897545743e+00
3.100000000000000000e+01	7.099999397112931376e+00
3.200000000000000000e+01	7.288494956328319674e+00
3.300000000000000000e+01	7.476990515543707083e+00
3.400000000000000000e+01	7.665486074759095381e+00
3.500000000000000000e+01	7.853981633974482790e+00
3.600000000000000000e+01	8.042477193189869311e+00
3.700000000000000000e+01	8.230972752405257609e+00
3.800000000000000000e+01	8.419468311620644130e+00
3.900000000000000000e+01	8.607963870836032427e+00
4.000000000000000000e+01	8.796459430051420725e+00
4.100000000000000000e+01	8.890707209659113985e+00
4.200000000000000000e+01	8.984954989266807246e+00
4.300000000000000000e+01	9.079202768874500507e+00
4.400000000000000000e+01	9.173450548482195543e+00
4.500000000000000000e+01	9.267698328089888804e+00
4.600000000000000000e+01	9.361946107697583841e+00
4.700000000000000000e+01	9.456193887305277102e+00
4.800000000000000000e+01	9.550441666912970362e+00
4.900000000000000000e+01	9.644689446520663623e+00
5.000000000000000000e+01	9.738937226128356883e+00
5.100000000000000000e+01	9.833185005736051920e+00
5.200000000000000000e+01	9.927432785343746957e+00
5.300000000000000000e+01	1.002168056495144022e+01
5.400000000000000000e+01	1.011592834455913348e+01
5.500000000000000000e+01	1.021017612416682852e+01
5.600000000000000000e+01	1.030442390377452000e+01
5.700000000000000000e+01	1.039867168338221504e+01
5.800000000000000000e+01	1.049291946298990830e+01
5.900000000000000000e+01	1.058716724259760333e+01
6.000000000000000000e+01	1.068141502220529659e+01
6.100000000000000000e+01	1.072539731935555274e+01
6.200000000000000000e+01	1.076937961650581066e+01
6.300000000000000000e+01	1.081336191365606858e+01
6.400000000000000000e+01	1.085734421080632472e+01
6.500000000000000000e+01	1.090132650795658087e+01
6.600000000000000000e+01	1.094530880510683879e+01
6.700000000000000000e+01	1.098929110225709671e+01
6.800000000000000000e+01	1.103327339940735285e+01
6.900000000000000000e+01	1.107725569655761078e+01
7.000000000000000000e+01	1.112123799370786692e+01
7.100000000000000000e+01	1.116522029085812484e+01
7.200000000000000000e+01	1.120920258800838276e+01
7.300000000000000000e+01	1.125318488515863891e+01
7.400000000000000000e+01	1.129716718230889683e+01
7.500000000000000000e+01	1.134114947945915297e+01
7.600000000000000000e+01	1.138513177660941089e+01
7.700000000000000000e+01	1.142911407375966704e+01
7.800000000000000000e+01	1.147309637090992496e+01
7.900000000000000000e+01	1.151707866806018110e+01
8.000000000000000000e+01	1.156106096521043902e+01
8.100000000000000000e+01	1.154849459459608063e+01
8.200000000000000000e+01	1.153592822398172046e+01
8.300000000000000000e+01	1.152336185336736207e+01
8.400000000000000000e+01	1.151079548275300191e+01
8.500000000000000000e+01	1.149822911213864352e+01
8.600000000000000000e+01	1.148566274152428335e+01
8.700000000000000000e+01	1.147309637090992496e+01
8.800000000000000000e+01	1.146053000029556657e+01
8.900000000000000000e+01	1.144796362968120640e+01
9.000000000000000000e+01	1.143539725906684801e+01
9.100000000000000000e+01	1.142283088845248784e+01
9.200000000000000000e+01	1.141026451783812945e+01
9.300000000000000000e+01	1.139769814722376928e+01
9.400000000000000000e+01	1.138513177660941089e+01
9.500000000000000000e+01	1.137256540599505072e+01
9.600000000000000000e+01	1.135999903538069233e+01
9.700000000000000000e+01	1.134743266476633217e+01
9.800000000000000000e+01	1.133486629415197378e+01
9.900000000000000000e+01	1.132229992353761538e+01
1.000000000000000000e+02	1.130973355292325522e+01
1.010000000000000000e+02	1.125946807046581810e+01
1.020000000000000000e+02	1.120920258800838276e+01
1.030000000000000000e+02	1.115893710555094565e+01
1.040000000000000000e+02	1.110867162309350853e+01
1.050000000000000000e+02	1.105840614063607141e+01
1.060000000000000000e+02	1.100814065817863430e+01
1.070000000000000000e+02	1.095787517572119896e+01
1.080000000000000000e+02	1.090760969326376184e+01
1.090000000000000000e+02	1.085734421080632472e+01
1.100000000000000000e+02	1.080707872834888761e+01
1.110000000000000000e+02	1.075681324589145227e+01
1.120000000000000000e+02	1.070654776343401515e+01
1.130000000000000000e+02	1.065628228097657804e+01
1.140000000000000000e+02	1.060601679851914092e+01
1.150000000000000000e+02	1.055575131606170380e+01
1.160000000000000000e+02	1.050548583360426846e+01
1.170000000000000000e+02	1.045522035114683135e+01
1.180000000000000000e+02	1.040495486868939423e+01
1.190000000000000000e+02	1.035468938623195712e+01
1.200000000000000000e+02	1.030442390377452000e+01
1.210000000000000000e+02	1.022902568008836610e+01
1.220000000000000000e+02	1.015362745640221043e+01
1.230000000000000000e+02	1.007822923271605475e+01
1.240000000000000000e+02	1.000283100902990086e+01
1.250000000000000000e+02	9.927432785343745181e+00
1.260000000000000000e+02	9.852034561657589506e+00
1.270000000000000000e+02	9.776636337971435609e+00
1.280000000000000000e+02	9.701238114285279934e+00
1.290000000000000000e+02	9.625839890599124260e+00
1.300000000000000000e+02	9.550441666912970362e+00
1.310000000000000000e+02	9.475043443226816464e+00
1.320000000000000000e+02	9.399645219540660790e+00
1.330000000000000000e+02	9.324246995854505116e+00
1.340000000000000000e+02	9.248848772168351218e+00
1.350000000000000000e+02	9.173450548482195543e+00
1.360000000000000000e+02	9.098052324796039869e+00
1.370000000000000000e+02	9.022654101109885971e+00
1.380000000000000000e+02	8.947255877423730297e+00
1.390000000000000000e+02	8.871857653737574623e+00
1.400000000000000000e+02	8.796459430051420725e+00
1.410000000000000000e+02	8.695928465136546492e+00
1.420000000000000000e+02	8.595397500221674036e+00
1.430000000000000000e+02	8.494866535306799804e+00
1.440000000000000000e+02	8.394335570391925572e+00
1.450000000000000000e+02	8.293804605477053116e+00
1.460000000000000000e+02	8.193273640562180660e+00
1.470000000000000000e+02	8.092742675647306427e+00
1.480000000000000000e+02	7.992211710732433971e+00
1.490000000000000000e+02	7.891680745817560627e+00
1.500000000000000000e+02	7.791149780902687283e+00
1.510000000000000000e+02	7.791149780902687283e+00
1.520000000000000000e+02	7.791149780902687283e+00
1.530000000000000000e+02	7.791149780902687283e+00
1.540000000000000000e+02	7.791149780902687283e+00
1.550000000000000000e+02	7.791149780902687283e+00
1.560000000000000000e+02	7.791149780902687283e+00
1.570000000000000000e+02	7.791149780902687283e+00
1.580000000000000000e+02	7.791149780902687283e+00
1.590000000000000000e+02	7.791149780902687283e+00
1.600000000000000000e+02	7.791149780902687283e+00
1.610000000000000000e+02	7.791149780902687283e+00
1.620000000000000000e+02	7.791149780902687283e+00
1.630000000000000000e+02	7.791149780902687283e+00
1.640000000000000000e+02	7.791149780902687283e+00
1.650000000000000000e+02	7.791149780902687283e+00
1.660000000000000000e+02	7.791149780902687283e+00
1.670000000000000000e+02	7.791149780902687283e+00
1.680000000000000000e+02	7.791149780902687283e+00
1.690000000000000000e+02	7.791149780902687283e+00
1.700000000000000000e+02	7.791149780902687283e+00
1.710000000000000000e+02	7.791149780902687283e+00
1.720000000000000000e+02	7.791149780902687283e+00
1.730000000000000000e+02	7.791149780902687283e+00
1.740000000000000000e+02	7.791149780902687283e+00
1.750000000000000000e+02	7.791149780902687283e+00
1.760000000000000000e+02	7.791149780902687283e+00
1.770000000000000000e+02	7.791149780902687283e+00
1.780000000000000000e+02	7.791149780902687283e+00
1.790000000000000000e+02	7.791149780902687283e+00
1.800000000000000000e+02	7.791149780902687283e+00
1.810000000000000000e+02	7.791149780902687283e+00
1.820000000000000000e+02	7.791149780902687283e+00
1.830000000000000000e+02	7.791149780902687283e+00
1.840000000000000000e+02	7.791149780902687283e+00
1.850000000000000000e+02	7.791149780902687283e+00
